cvegeo,state,municipality,cropmanagement,latitude,longitude,year,elevation(meters),srad(w/m^2),tmax(celsius),tmin(celsius),vp(pa),prcp(mm/day),price,sowed(ha),harvest(ha),cropproduction,yield
16097,Michoacán,Turicato,Riego,18.932079999999853,-101.42211999999986,2008,931.0,455.68000011705374,33.653424657534245,14.991780821917805,1225.86301369863,2.0575342465753423,408.9,1552.0,1552.0,127264.0,82.0
17001,Morelos,Amacuzac,Riego,18.590000000000085,-99.38668000000004,2008,964.0,444.65972616117296,31.695890410958906,14.527397260273972,1256.4383561643835,3.2493150684931518,463.84,296.0,187.9,20218.04,107.6
17012,Morelos,Jojutla,Riego,18.58454999999985,-99.22253999999985,2008,931.0,447.833424774588,32.31232876712329,14.195890410958905,1242.3013698630134,2.9287671232876717,463.0,1663.0,1468.9,168923.5,115.0
17017,Morelos,Puente de Ixtla,Riego,18.577790000000068,-99.28567000000015,2008,946.0,449.5079447707085,31.898630136986302,14.332876712328767,1236.4931506849314,2.9068493150684933,448.0,713.0,580.0,64960.0,112.0
17024,Morelos,Tlaltizapán de Zapata,Riego,18.704950000000068,-99.10825000000015,2008,967.0,445.9835616438356,32.204109589041096,14.626027397260273,1242.7397260273974,2.6054794520547944,463.0,2765.0,2740.0,328800.0,120.0
17025,Morelos,Tlaquiltenango,Riego,18.499130000000093,-99.07473000000023,2008,1227.0,428.20383451278894,30.06986301369863,13.991780821917805,1220.6027397260275,2.915068493150685,438.0,2003.0,1680.0,193200.0,115.0
17031,Morelos,Zacatepec,Riego,18.65564999999992,-99.20271000000028,2008,918.0,449.43780826934403,32.39452054794521,14.026027397260275,1205.8082191780825,2.791780821917808,463.0,531.1,531.1,61076.5,115.0
17008,Morelos,Emiliano Zapata,Riego,18.813729999999907,-99.18089999999957,2008,1225.0,436.5413697961259,30.13835616438357,14.408219178082195,1210.5205479452056,3.408219178082192,448.0,181.0,148.3,14830.0,100.0
17014,Morelos,Mazatepec,Riego,18.685919999999914,-99.36541999999945,2008,1000.0,447.75452136732116,31.62054794520548,14.146575342465756,1205.041095890411,3.1643835616438367,463.0,413.0,378.5,41635.0,110.0
17015,Morelos,Miacatlán,Riego,18.802959999999988,-99.35517999999935,2008,1053.0,446.8953420978704,29.784931506849322,13.763013698630138,1151.4520547945206,3.221917808219178,463.0,450.0,445.1,54124.16,121.6
17021,Morelos,Tetecala,Riego,18.692740000000146,-99.4123900000003,2008,1182.0,447.93863149146523,31.01095890410959,14.216438356164383,1205.5890410958905,3.2520547945205487,463.0,130.0,66.4,5976.0,90.0
17028,Morelos,Xochitepec,Riego,18.76190000000016,-99.23528000000059,2008,1077.0,445.87835559583687,30.84520547945205,14.16027397260274,1187.7260273972604,3.1150684931506847,345.0,420.0,409.2,47467.2,116.0
17011,Morelos,Jiutepec,Riego,18.88515999999988,-99.16645000000014,2008,1364.0,436.9709588037778,29.04520547945205,14.473972602739725,1207.4520547945206,3.671232876712329,463.0,68.0,64.2,6741.0,105.0
17026,Morelos,Tlayacapan,Riego,18.954029999999925,-98.97503000000064,2008,1636.0,443.21315165480524,27.616438356164387,13.1,1098.6301369863013,3.1095890410958904,405.0,138.0,120.0,13800.0,115.0
17027,Morelos,Totolapan,Riego,19.000439999999863,-98.91803000000051,2008,2019.0,458.23123269277085,24.949315068493146,10.767123287671232,948.054794520548,2.783561643835617,405.0,10.0,10.0,1000.0,100.0
17029,Morelos,Yautepec,Riego,18.87223999999991,-99.05235000000059,2008,1214.0,437.5232883401113,30.636986301369863,15.047945205479452,1254.4657534246574,3.1890410958904107,405.0,1710.0,1460.0,184800.0,126.58
17003,Morelos,Axochiapan,Riego,18.525239999999954,-98.75211000000056,2008,1054.0,455.96931520226883,31.226027397260275,13.278082191780822,1111.4520547945206,2.536986301369863,448.0,1070.0,980.0,109760.0,112.0
17004,Morelos,Ayala,Riego,18.71622000000004,-98.97896999999979,2008,1141.0,450.98082250307687,29.93424657534247,13.246575342465755,1116.0547945205478,2.364383561643836,448.0,1912.0,1471.2,161832.0,110.0
17006,Morelos,Cuautla,Riego,18.827059999999875,-98.9618,2008,1322.0,444.23890405942313,29.76849315068493,13.952054794520548,1161.0958904109586,2.6356164383561644,448.0,1951.0,1498.0,167776.0,112.0
17010,Morelos,Jantetelco,Riego,18.685410000000047,-98.76470999999997,2008,1360.0,456.7758905280126,29.80821917808219,12.676712328767126,1051.0684931506848,2.3589041095890413,463.0,121.0,118.0,12980.0,110.0
17019,Morelos,Tepalcingo,Riego,18.574779999999933,-98.89425000000021,2008,1212.0,450.98958982702806,28.849315068493148,11.894520547945206,1019.7260273972604,2.5945205479452054,463.0,199.5,116.8,10512.0,90.0
18015,Nayarit,Santiago Ixcuintla,Riego,21.85403000000019,-105.32217999999992,2008,7.0,401.3676714335402,32.3041095890411,18.49726027397261,1635.3972602739725,5.8794520547945215,400.0,3120.0,2625.0,262500.0,100.0
18004,Nayarit,Compostela,Riego,21.131370000000047,-105.0567500000003,2008,573.0,412.2038363103997,29.74246575342465,15.458904109589039,1366.027397260274,5.3424657534246585,360.0,500.0,500.0,40000.0,80.0
18004,Nayarit,Compostela,Temporal,21.131370000000047,-105.0567500000003,2008,573.0,412.2038363103997,29.74246575342465,15.458904109589039,1366.027397260274,5.3424657534246585,360.0,493.75,493.75,29625.0,60.0
18013,Nayarit,San Pedro Lagunillas,Riego,21.161070000000095,-104.74880000000056,2008,1343.0,445.02794569877716,28.5054794520548,10.97808219178082,1010.082191780822,4.219178082191782,360.0,40.0,40.0,3200.0,80.0
18013,Nayarit,San Pedro Lagunillas,Temporal,21.161070000000095,-104.74880000000056,2008,1343.0,445.02794569877716,28.5054794520548,10.97808219178082,1010.082191780822,4.219178082191782,360.0,1900.0,1900.0,152000.0,80.0
18002,Nayarit,Ahuacatlán,Riego,21.04111000000007,-104.57633999999969,2008,1242.0,436.8131503170483,28.98904109589041,10.897260273972602,1010.7397260273973,3.0383561643835617,420.0,118.0,115.0,10350.0,90.0
18002,Nayarit,Ahuacatlán,Temporal,21.04111000000007,-104.57633999999969,2008,1242.0,436.8131503170483,28.98904109589041,10.897260273972602,1010.7397260273973,3.0383561643835617,420.0,380.0,375.0,30000.0,80.0
18014,Nayarit,Santa María del Oro,Riego,21.356490000000075,-104.5903299999997,2008,1032.0,422.9260267283818,30.24794520547945,13.043835616438356,1160.6575342465753,3.591780821917808,420.0,1917.5,1902.0,171180.0,90.0
18014,Nayarit,Santa María del Oro,Temporal,21.356490000000075,-104.5903299999997,2008,1032.0,422.9260267283818,30.24794520547945,13.043835616438356,1160.6575342465753,3.591780821917808,420.0,9800.0,9770.0,801140.0,82.0
18008,Nayarit,Xalisco,Riego,21.390860000000192,-104.96175999999909,2008,1141.0,426.7397254003237,27.945205479452056,13.243835616438355,1164.4931506849314,6.257534246575342,429.0,1332.9,1332.9,117295.2,88.0
18008,Nayarit,Xalisco,Temporal,21.390860000000192,-104.96175999999909,2008,1141.0,426.7397254003237,27.945205479452056,13.243835616438355,1164.4931506849314,6.257534246575342,429.0,6174.55,6174.55,463091.25,75.0
18012,Nayarit,San Blas,Riego,21.54129999999991,-105.2846999999996,2008,7.0,398.42191789182885,31.39041095890411,18.494520547945207,1602.3013698630136,5.06027397260274,429.0,343.0,343.0,43218.0,126.0
18017,Nayarit,Tepic,Riego,21.621589999999923,-104.84048999999985,2008,579.0,410.12602748087005,31.082191780821923,15.376712328767125,1377.6438356164385,5.490410958904112,429.0,2626.75,2626.75,223273.75,85.0
18017,Nayarit,Tepic,Temporal,21.621589999999923,-104.84048999999985,2008,579.0,410.12602748087005,31.082191780821923,15.376712328767125,1377.6438356164385,5.490410958904112,429.0,5870.75,5870.75,434435.5,74.0
20109,Oaxaca,San Antonio Nanahuatípam,Riego,18.146149999999853,-97.16450999999964,2008,906.0,444.37041182844604,31.43150684931507,15.476712328767126,1205.2602739726026,1.178082191780822,373.0,292.0,292.0,20400.0,69.86
20244,Oaxaca,San Martín Toxpalan,Riego,18.107399999999927,-97.0309000000005,2008,1598.0,426.8361639571517,24.87945205479452,12.42876712328767,1092.6027397260277,2.9917808219178084,373.0,155.0,155.0,13252.5,85.5
20431,Oaxaca,Santa María Tecomavaca,Riego,17.95355999999994,-97.09895999999979,2008,1197.0,436.7079454813919,29.23013698630137,14.583561643835615,1162.6301369863013,1.4739726027397255,373.0,38.0,38.0,3230.0,85.0
20545,Oaxaca,Teotitlán de Flores Magón,Riego,18.10738000000011,-97.11220999999952,2008,779.0,435.1123284326841,31.88630136986301,16.184931506849313,1298.082191780822,1.5013698630136991,373.0,168.0,168.0,13440.0,80.0
20177,Oaxaca,San Juan Bautista Cuicatlán,Riego,17.741170000000018,-96.96902000000013,2008,704.0,420.21698566593534,32.417808219178085,17.28219178082192,1405.8082191780825,1.4794520547945205,373.0,38.0,38.0,3154.0,83.0
20044,Oaxaca,Loma Bonita,Temporal,18.00082999999995,-95.89103999999963,2008,83.0,380.76493166570793,30.9986301369863,20.341095890410962,2131.287671232877,5.986301369863014,410.0,3200.0,3200.0,185600.0,58.0
20166,Oaxaca,San José Chiltepec,Temporal,17.914679999999915,-96.12365000000055,2008,286.0,370.9019175490288,30.36575342465753,19.386301369863013,2146.6301369863013,8.912328767123286,410.0,2680.0,2680.0,174200.0,65.0
20184,Oaxaca,San Juan Bautista Tuxtepec,Temporal,18.028559999999963,-96.09254000000044,2008,52.0,375.24164407808485,31.013698630136986,20.42739726027397,2208.1095890410957,7.1945205479452055,425.0,15200.0,15200.0,988000.0,65.0
20417,Oaxaca,Santa María Jacatepec,Temporal,17.849849999999876,-96.13158000000048,2008,686.0,368.9906855334974,29.572602739726022,18.476712328767125,2079.671232876712,9.876712328767123,410.0,300.0,300.0,20100.0,67.0
20232,Oaxaca,San Lucas Ojitlán,Temporal,18.03423999999996,-96.36251999999969,2008,96.0,368.7364385526474,30.513698630136986,19.42739726027397,2176.54794520548,9.29041095890411,410.0,420.0,420.0,27300.0,65.0
20002,Oaxaca,Acatlán de Pérez Figueroa,Temporal,18.45215000000006,-96.5395700000006,2008,159.0,386.80547932664007,31.19041095890411,18.30958904109589,1776.5479452054794,6.057534246575343,400.0,15000.0,15000.0,945000.0,63.0
20021,Oaxaca,Cosolapa,Temporal,18.579869999999847,-96.66187999999971,2008,165.0,387.69095943921235,31.473972602739725,17.71369863013698,1757.5890410958905,6.3342465753424655,400.0,8000.0,8000.0,504000.0,63.0
20278,Oaxaca,San Miguel Soyaltepec,Temporal,18.25252,-96.4390700000003,2008,67.0,379.1342467425621,30.90410958904109,19.075342465753426,1963.835616438356,7.36986301369863,400.0,10200.0,10200.0,642600.0,63.0
21021,Puebla,Atzala,Riego,18.54704000000012,-98.54172000000044,2008,1172.0,439.43452244588775,30.26438356164384,14.783561643835617,1247.013698630137,2.5068493150684934,441.85,418.85,418.85,46492.35,111.0
21051,Puebla,Chietla,Riego,18.51036999999997,-98.62590999999979,2008,1110.0,446.9216432754308,30.94246575342465,14.482191780821918,1209.7534246575342,2.5205479452054798,441.85,3774.95,3774.95,422794.4,112.0
21062,Puebla,Epatlán,Riego,18.61559000000012,-98.3762600000004,2008,1330.0,443.58137006367724,29.55342465753425,14.02191780821918,1181.5890410958905,2.293150684931507,441.85,647.72,647.72,79669.56,123.0
21085,Puebla,Izúcar de Matamoros,Riego,18.50191999999992,-98.4470100000002,2008,1467.0,451.9978093813543,29.24109589041096,12.924657534246574,1126.3561643835615,2.7095890410958905,441.85,4683.0,4683.0,590058.0,126.0
21133,Puebla,San Martín Totoltepec,Riego,18.657720000000104,-98.35524000000026,2008,1422.0,451.85753437199,29.01643835616439,13.413698630136983,1122.958904109589,2.1452054794520548,441.85,18.5,18.5,2220.0,120.0
21166,Puebla,Tepeojuma,Riego,18.721770000000085,-98.43127000000031,2008,1525.0,453.88274017752036,28.278082191780825,12.797260273972602,1062.13698630137,2.115068493150685,441.85,792.86,792.86,102278.94,129.0
21201,Puebla,Xochiltepec,Riego,18.65809999999991,-98.3369600000004,2008,1361.0,448.42959101428727,29.446575342465753,13.856164383561644,1149.2602739726026,2.128767123287671,441.85,50.5,50.5,7171.0,142.0
21047,Puebla,Chiautla,Riego,18.276499999999945,-98.60062000000008,2008,1022.0,445.77315046754603,31.397260273972602,14.545205479452054,1192.0,2.331506849315069,441.85,130.0,130.0,14300.0,110.0
21073,Puebla,Huehuetlán El Chico,Riego,18.37705000000005,-98.7304000000003,2008,966.0,446.264110073978,31.93150684931507,14.902739726027393,1208.7671232876712,2.326027397260274,440.0,55.0,55.0,6490.0,118.0
21087,Puebla,Jolalpan,Riego,18.30720000000013,-98.91565999999945,2008,1276.0,449.19232771363977,30.71095890410959,15.093150684931507,1197.3698630136987,2.558904109589041,440.0,22.0,22.0,1650.0,75.0
21112,Puebla,Petlalcingo,Riego,18.069120000000094,-97.9158800000003,2008,1379.0,456.714521476014,30.067123287671233,13.546575342465756,1130.849315068493,1.6547945205479453,441.85,15.0,15.0,1125.0,75.0
21141,Puebla,San Pedro Yeloixtlahuaca,Riego,18.040670000000087,-98.04404000000048,2008,1383.0,456.85479523123115,29.905479452054795,13.173972602739726,1142.5753424657535,1.9534246575342469,441.85,10.0,10.0,750.0,75.0
21176,Puebla,Tilapa,Riego,18.61430000000012,-98.54199000000042,2008,1289.0,446.00109512120076,29.641095890410966,14.163013698630134,1183.3424657534247,2.6246575342465754,460.0,1110.0,1110.0,133200.0,120.0
21185,Puebla,Tlapanalá,Riego,18.68995999999992,-98.53619999999962,2008,1405.0,452.66410907066034,29.06849315068493,13.384931506849314,1098.958904109589,2.1863013698630143,460.0,165.0,165.0,18150.0,110.0
21013,Puebla,Altepexi,Riego,18.35634000000006,-97.30037000000036,2008,1222.0,458.22246607950285,30.015068493150693,13.287671232876713,1057.7534246575342,1.2465753424657535,352.0,4.0,4.0,400.0,100.0
21035,Puebla,Coxcatlán,Riego,18.245590000000167,-97.11723000000013,2008,1828.0,434.7704106161039,23.6,10.854794520547943,1004.1643835616437,3.5178082191780824,352.0,1316.0,1316.0,161868.0,123.0
21124,Puebla,San Gabriel Chilac,Riego,18.318129999999922,-97.38396999999986,2008,1348.0,458.2487672988682,29.85205479452055,12.943835616438355,1020.054794520548,1.0931506849315071,352.0,43.0,43.0,4902.0,114.0
21129,Puebla,San José Miahuatlán,Riego,18.228869999999933,-97.2900699999996,2008,1146.0,454.8997265123342,30.73972602739726,14.153424657534249,1113.86301369863,1.1616438356164382,352.0,198.0,198.0,19800.0,100.0
21214,Puebla,Zinacatepec,Riego,18.32744000000002,-97.22247000000044,2008,1124.0,449.38520537075925,29.98493150684932,13.768493150684929,1116.6027397260277,1.6821917808219178,352.0,31.0,31.0,3782.0,122.0
21010,Puebla,Ajalpan,Riego,18.421570000000152,-97.12560999999964,2008,2183.0,441.62630155380464,20.44520547945205,8.532876712328768,902.5753424657536,3.9808219178082194,352.0,292.0,292.0,36208.0,124.0
23004,Quintana Roo,Othón P. Blanco,Riego,18.511180000000152,-88.52927999999956,2008,20.0,384.552328031357,31.69041095890411,20.341095890410962,2166.6849315068494,3.6,350.9,2456.0,2456.0,159148.0,64.8
23004,Quintana Roo,Othón P. Blanco,Temporal,18.511180000000152,-88.52927999999956,2008,20.0,384.552328031357,31.69041095890411,20.341095890410962,2166.6849315068494,3.6,350.9,23602.0,20505.0,1012444.39,49.38
24003,San Luis Potosí,Aquismón,Riego,21.723619999999933,-99.11195999999953,2008,202.0,372.28712379769104,30.750684931506854,18.06438356164384,1816.4383561643835,6.93972602739726,435.0,175.0,155.0,13485.0,87.0
24003,San Luis Potosí,Aquismón,Temporal,21.723619999999933,-99.11195999999953,2008,202.0,372.28712379769104,30.750684931506854,18.06438356164384,1816.4383561643835,6.93972602739726,435.0,2235.0,1855.0,101654.0,54.8
24012,San Luis Potosí,Tancanhuitz,Riego,21.63166000000001,-98.9596999999996,2008,69.0,379.6778080770414,31.08082191780822,18.186301369863013,1931.1780821917807,7.808219178082192,436.0,138.0,120.0,10200.0,85.0
24012,San Luis Potosí,Tancanhuitz,Temporal,21.63166000000001,-98.9596999999996,2008,69.0,379.6778080770414,31.08082191780822,18.186301369863013,1931.1780821917807,7.808219178082192,435.0,280.0,245.0,13230.0,54.0
24039,San Luis Potosí,Tampamolón Corona,Riego,21.55457999999999,-98.77065999999948,2008,61.0,379.0816441784166,30.55205479452055,18.86027397260274,1991.4520547945208,5.126027397260274,435.0,146.0,128.0,10752.0,84.0
24041,San Luis Potosí,Tanlajás,Riego,21.72278999999986,-98.82609999999924,2008,113.0,383.21972597723135,30.65205479452055,18.656164383561645,1855.780821917808,5.791780821917808,435.0,164.0,148.0,12950.0,87.5
24041,San Luis Potosí,Tanlajás,Temporal,21.72278999999986,-98.82609999999924,2008,113.0,383.21972597723135,30.65205479452055,18.656164383561645,1855.780821917808,5.791780821917808,435.0,1015.0,875.0,48125.0,55.0
24013,San Luis Potosí,Ciudad Valles,Riego,22.107390000000077,-99.0631600000004,2008,144.0,394.950137809858,31.339726027397266,17.872602739726027,1631.013698630137,5.284931506849315,445.0,8219.0,7125.0,634125.0,89.0
24013,San Luis Potosí,Ciudad Valles,Temporal,22.107390000000077,-99.0631600000004,2008,144.0,394.950137809858,31.339726027397266,17.872602739726027,1631.013698630137,5.284931506849315,448.0,25568.0,19650.0,1090575.0,55.5
24036,San Luis Potosí,Tamasopo,Riego,21.933149999999884,-99.35610000000031,2008,553.0,395.35342511738816,29.278082191780825,15.963013698630135,1468.054794520548,6.0931506849315085,455.0,3710.0,3299.0,290312.0,88.0
24036,San Luis Potosí,Tamasopo,Temporal,21.933149999999884,-99.35610000000031,2008,553.0,395.35342511738816,29.278082191780825,15.963013698630135,1468.054794520548,6.0931506849315085,455.0,9210.0,8909.0,474849.7,53.3
24058,San Luis Potosí,El Naranjo,Riego,22.49009999999999,-99.3659899999992,2008,474.0,402.7967135912752,30.464383561643835,15.541095890410961,1385.4246575342465,5.432876712328767,458.0,1830.0,1650.0,145200.0,88.0
24058,San Luis Potosí,El Naranjo,Temporal,22.49009999999999,-99.3659899999992,2008,474.0,402.7967135912752,30.464383561643835,15.541095890410961,1385.4246575342465,5.432876712328767,458.0,9178.0,9050.0,488700.0,54.0
24016,San Luis Potosí,Ebano,Riego,22.204230000000106,-98.51421999999998,2008,36.0,401.3413710502729,32.09041095890411,19.06027397260274,1700.7123287671234,3.808219178082192,430.0,10.0,10.0,700.0,70.0
24040,San Luis Potosí,Tamuín,Riego,22.093619999999863,-98.73533,2008,50.0,394.9413703813945,32.23561643835617,19.020547945205482,1741.041095890411,4.432876712328767,430.0,2103.0,2103.0,231330.0,110.0
24040,San Luis Potosí,Tamuín,Temporal,22.093619999999863,-98.73533,2008,50.0,394.9413703813945,32.23561643835617,19.020547945205482,1741.041095890411,4.432876712328767,430.0,500.0,500.0,32500.0,65.0
24034,San Luis Potosí,San Vicente Tancuayalab,Temporal,21.799790000000023,-98.59784999999913,2008,33.0,385.2361652112986,30.441095890410967,18.835616438356173,1839.013698630137,4.0410958904109595,430.0,2600.0,2600.0,221000.0,85.0
25001,Sinaloa,Ahome,Riego,25.8956500000002,-109.13319999999956,2008,10.0,415.2898632310842,33.68082191780822,17.467123287671228,1259.6164383561645,1.3945205479452054,333.0,5469.0,5328.0,425499.0,79.86
25001,Sinaloa,Ahome,Riego,25.8956500000002,-109.13319999999956,2008,10.0,415.2898632310842,33.68082191780822,17.467123287671228,1259.6164383561645,1.3945205479452054,333.0,8097.0,7992.0,636048.0,79.59
25006,Sinaloa,Culiacán,Riego,24.651490000000145,-107.26665000000007,2008,75.0,408.67068514889235,32.94383561643836,17.13013698630137,1403.3972602739725,1.8465753424657527,333.0,140.0,140.0,11713.0,83.66
25006,Sinaloa,Culiacán,Riego,24.651490000000145,-107.26665000000007,2008,75.0,408.67068514889235,32.94383561643836,17.13013698630137,1403.3972602739725,1.8465753424657527,333.0,582.0,582.0,52572.0,90.33
25006,Sinaloa,Culiacán,Riego,24.651490000000145,-107.26665000000007,2008,75.0,408.67068514889235,32.94383561643836,17.13013698630137,1403.3972602739725,1.8465753424657527,333.0,6122.0,6122.0,596160.0,97.38
25006,Sinaloa,Culiacán,Riego,24.651490000000145,-107.26665000000007,2008,75.0,408.67068514889235,32.94383561643836,17.13013698630137,1403.3972602739725,1.8465753424657527,333.0,3304.0,3250.0,601258.64,185.0
25018,Sinaloa,Navolato,Riego,24.723249999999922,-107.76459999999993,2008,10.0,403.44547905072767,31.33287671232877,17.783561643835615,1482.7397260273972,1.556164383561644,333.0,237.0,237.0,19750.0,83.33
25018,Sinaloa,Navolato,Riego,24.723249999999922,-107.76459999999993,2008,10.0,403.44547905072767,31.33287671232877,17.783561643835615,1482.7397260273972,1.556164383561644,333.0,2192.0,2192.0,192150.0,87.66
25018,Sinaloa,Navolato,Riego,24.723249999999922,-107.76459999999993,2008,10.0,403.44547905072767,31.33287671232877,17.783561643835615,1482.7397260273972,1.556164383561644,333.0,1739.0,1739.0,154371.0,88.77
25008,Sinaloa,Elota,Riego,24.043389999999928,-106.8421400000005,2008,74.0,410.503014175206,32.87945205479452,16.295890410958904,1408.7671232876712,2.7178082191780817,333.0,224.0,54.0,4320.0,80.0
27008,Tabasco,Huimanguillo,Temporal,17.82639000000011,-93.69982000000078,2008,27.0,380.1161656627916,32.1013698630137,21.468493150684928,2401.3150684931506,5.263013698630137,394.0,451.0,432.82,24308.26,56.16
27008,Tabasco,Huimanguillo,Riego,17.82639000000011,-93.69982000000078,2008,27.0,380.1161656627916,32.1013698630137,21.468493150684928,2401.3150684931506,5.263013698630137,363.0,78.0,78.0,5848.0,74.97
27008,Tabasco,Huimanguillo,Temporal,17.82639000000011,-93.69982000000078,2008,27.0,380.1161656627916,32.1013698630137,21.468493150684928,2401.3150684931506,5.263013698630137,363.0,5604.0,5058.0,260813.0,51.56
27002,Tabasco,Cárdenas,Riego,18.170170000000105,-93.6467499999999,2008,9.0,395.8706855669414,31.85753424657534,20.24931506849315,2121.972602739726,9.301369863013699,394.0,81.0,81.0,5508.0,68.0
27002,Tabasco,Cárdenas,Temporal,18.170170000000105,-93.6467499999999,2008,9.0,395.8706855669414,31.85753424657534,20.24931506849315,2121.972602739726,9.301369863013699,394.0,3944.0,3356.46,165332.58,49.26
27002,Tabasco,Cárdenas,Riego,18.170170000000105,-93.6467499999999,2008,9.0,395.8706855669414,31.85753424657534,20.24931506849315,2121.972602739726,9.301369863013699,363.0,308.0,308.0,22843.0,74.17
27002,Tabasco,Cárdenas,Temporal,18.170170000000105,-93.6467499999999,2008,9.0,395.8706855669414,31.85753424657534,20.24931506849315,2121.972602739726,9.301369863013699,363.0,13735.0,12634.0,592784.0,46.92
27005,Tabasco,Comalcalco,Temporal,18.28693000000014,-93.33669999999985,2008,8.0,381.6591789768167,32.02465753424657,20.07671232876713,2340.054794520548,5.898630136986301,394.0,75.0,66.6,3091.15,46.41
27006,Tabasco,Cunduacán,Riego,18.076579999999925,-93.2206699999996,2008,13.0,375.3819186694002,31.828767123287676,20.875342465753427,2420.27397260274,5.331506849315068,394.0,191.0,191.0,12988.0,68.0
27006,Tabasco,Cunduacán,Temporal,18.076579999999925,-93.2206699999996,2008,13.0,375.3819186694002,31.828767123287676,20.875342465753427,2420.27397260274,5.331506849315068,394.0,1996.0,1827.0,85364.73,46.72
27007,Tabasco,Emiliano Zapata,Temporal,17.705119999999898,-91.67578000000047,2008,7.0,379.0816440948069,31.65753424657534,20.871232876712327,2451.8356164383567,5.035616438356166,335.0,45.0,45.0,2700.0,60.0
27017,Tabasco,Tenosique,Temporal,17.426379999999934,-91.29355999999916,2008,38.0,379.3358902186564,31.397260273972602,20.075342465753426,2328.54794520548,4.791780821917809,335.0,3647.0,3647.0,215700.0,59.14
27001,Tabasco,Balancán,Temporal,17.804850000000158,-91.31173000000051,2008,23.0,376.7320549951841,32.19041095890411,20.8,2431.5616438356165,4.920547945205478,335.0,108.0,108.0,9180.0,85.0
28004,Tamaulipas,Antiguo Morelos,Riego,22.562310000000075,-99.07978,2008,197.0,399.9298633732208,31.432876712328767,17.453424657534246,1575.4520547945206,4.4301369863013695,350.0,820.0,600.0,36000.0,60.0
28004,Tamaulipas,Antiguo Morelos,Temporal,22.562310000000075,-99.07978,2008,197.0,399.9298633732208,31.432876712328767,17.453424657534246,1575.4520547945206,4.4301369863013695,350.0,4560.0,2560.0,115200.0,45.0
28021,Tamaulipas,El Mante,Riego,22.57185000000009,-98.83319000000022,2008,66.0,392.9336988475225,31.64931506849315,18.493150684931507,1746.5205479452054,3.602739726027397,350.0,15961.0,13550.0,1016250.0,75.0
28021,Tamaulipas,El Mante,Temporal,22.57185000000009,-98.83319000000022,2008,66.0,392.9336988475225,31.64931506849315,18.493150684931507,1746.5205479452054,3.602739726027397,350.0,69.0,69.0,3795.0,55.0
28028,Tamaulipas,Nuevo Morelos,Riego,22.507539999999825,-99.20404000000002,2008,252.0,400.7013705318921,31.32191780821918,16.78904109589041,1530.3013698630136,4.821917808219178,350.0,829.0,529.0,39675.0,75.0
28028,Tamaulipas,Nuevo Morelos,Temporal,22.507539999999825,-99.20404000000002,2008,252.0,400.7013705318921,31.32191780821918,16.78904109589041,1530.3013698630136,4.821917808219178,350.0,2525.0,1525.0,68625.0,45.0
28011,Tamaulipas,Gómez Farías,Riego,23.006699999999924,-99.17852000000065,2008,816.0,394.0909592719928,27.68356164383561,16.083561643835615,1663.123287671233,6.832876712328768,350.0,7384.0,4800.0,432000.0,90.0
28011,Tamaulipas,Gómez Farías,Temporal,23.006699999999924,-99.17852000000065,2008,816.0,394.0909592719928,27.68356164383561,16.083561643835615,1663.123287671233,6.832876712328768,350.0,600.0,520.0,31200.0,60.0
28043,Tamaulipas,Xicoténcatl,Riego,23.00571000000013,-98.93151999999908,2008,96.0,389.4619175950142,31.115068493150684,18.136986301369863,1736.4383561643835,4.0547945205479445,350.0,12571.0,6800.0,544000.0,80.0
28043,Tamaulipas,Xicoténcatl,Temporal,23.00571000000013,-98.93151999999908,2008,96.0,389.4619175950142,31.115068493150684,18.136986301369863,1736.4383561643835,4.0547945205479445,350.0,1351.0,1200.0,60000.0,50.0
28029,Tamaulipas,Ocampo,Riego,22.829800000000194,-99.33585999999944,2008,340.0,417.62191818446337,31.93972602739726,15.480821917808221,1348.164383561644,3.994520547945205,350.0,356.0,356.0,32040.0,90.0
28029,Tamaulipas,Ocampo,Temporal,22.829800000000194,-99.33585999999944,2008,340.0,417.62191818446337,31.93972602739726,15.480821917808221,1348.164383561644,3.994520547945205,350.0,6692.0,5692.0,341520.0,60.0
28012,Tamaulipas,González,Riego,22.78643000000009,-98.55448999999972,2008,59.0,401.74465712455856,32.01780821917808,17.895890410958906,1584.3287671232874,3.378082191780821,350.0,1338.0,1000.0,80000.0,80.0
28012,Tamaulipas,González,Riego,22.78643000000009,-98.55448999999972,2008,59.0,401.74465712455856,32.01780821917808,17.895890410958906,1584.3287671232874,3.378082191780821,440.0,3350.0,3350.0,402000.0,120.0
28003,Tamaulipas,Altamira,Riego,22.54200000000016,-98.08245000000086,2008,60.0,387.78739828867447,30.35205479452055,19.209589041095885,1821.5890410958905,3.849315068493152,320.0,3.0,3.0,360.0,120.0
30023,Veracruz,Atzalan,Temporal,19.908129999999865,-97.1157600000004,2008,539.0,378.9150684931506,25.905479452054795,14.358904109589036,1654.9041095890411,5.252054794520548,300.0,115.0,87.4,3680.0,42.11
30102,Veracruz,Martínez de La Torre,Temporal,20.133549999999808,-97.0510299999997,2008,88.0,377.258082329737,29.46027397260274,18.21369863013698,2119.123287671233,5.005479452054795,300.0,926.64,703.0,29652.48,42.18
